aaai	284:17`279:1`293:1`15:1`72:1
nominate	122:2`23:2`101:2
nominated	126:3`416:1`30:1`122:1`257:1
nominati	255:5
nominating	6:2
nomination	71:2
nominations	8:4`98:2
nominees	98:2
non	431:6`219:6`336:4`208:3`212:3`254:3`199:2`403:2`78:1`84:1
noncooperative	403:2
nonetheless	117:2`81:2
nonfunctional	181:2`22:2
noninvasive	145:2`254:2
nonlinear	431:5
nonlinearity	403:2
nonmetallic	141:2
nonprofit	67:6`267:4`284:4
nonsensical	85:2
nonstandard	31:2
nonsurgical	90:2
nontechnical	431:7
nonumy	255:2
noon	97:4`178:4`79:2`92:2
norma	361:2`101:2
normal	92:2`160:2`419:2
normalization	431:2`185:2`31:2
normally	340:2`119:2
north	261:5`121:4`206:4`66:3`195:2`81:2`7:2`49:2`326:2`422:2
northcutt	155:2
northeast	213:2
northeastern	115:2`269:2`103:2`118:2
northern	37:4`178:2`296:2
northrop	261:2
northwest	58:5
northwestern	165:4`168:2
norton	337:2
norway	195:2
norwegian	270:4`89:4
notable	153:1`276:1`136:1`186:1`227:1`296:1`243:1`268:1`310:1`167:1
notably	138:2
notation	431:6`336:4`366:2
notational	431:2
notations	431:4`336:2
notch	418:2
note	218:3`208:3`212:1`203:1`428:1`363:1`387:1`200:1`403:1`190:1
noted	3:1`117:1`286:1`428:1`363:1`297:1`109:1`91:1`51:1`15:1
notes	208:6`168:2`7:2`109:2`419:2`4:2`257:2`204:1`146:1`93:1
notice	200:2`258:2`219:2`36:2
noticeable	335:2
noticed	416:2`270:2`39:2
notification	203:4`200:4`205:3`201:3`219:3`202:1`204:1`389:1`198:1`199:1
notifies	249:2
notion	85:2
notions	431:5
notre	166:8`136:2`13:2
nouns	400:2
nourani	403:2
nourbakhsh	403:4`151:2
nourishment	317:2
nov	437:8`312:5`330:4`300:4`350:4`323:3`345:3`290:3`309:3`347:3
novak	441:2`57:2`314:2
novel	403:7`135:2`305:2`254:2`142:2`204:1`111:1`306:1`218:1`284:1
novelty	203:2
november	436:4`437:4`300:3`312:2`330:2`435:2`434:2`439:2`438:2`121:2
novice	69:14`319:11`88:11`81:9`264:9`178:1
novum	255:5
nowadays	102:2
npr	104:2
nrc	89:7
nrichardson	361:2
nsa	103:13`409:3`178:2`135:1`144:1`300:1`55:1`188:1`324:1`373:1
nsb	89:2
nsbe	258:10
nsdi	82:2
nserc	267:2
nsf	257:6`373:4`115:3`84:3`73:3`149:3`116:2`288:2`125:2`406:2
nsig	109:5
ntafos	165:11`163:3`296:3`361:3`362:3
nterview	76:2
ntt	156:2
ntva	89:2
nuclear	156:4`117:2`440:2`314:2
nuggets	105:2
nujeen	441:2`36:2`425:2
nulla	255:2
number	428:6`38:3`202:2`373:2`445:2`406:2`92:2`183:2`51:2`336:1
numbers	51:3`305:3`48:1`445:1`338:1`122:1`40:1`53:1`118:1
numeracy	204:2`194:2
numerator	213:2
numerical	431:4`254:4`146:2
numerically	431:2
numerous	293:2`13:2`28:2`182:2`340:2`52:2`413:2`215:1`214:1`307:1
numquam	255:2
nuns	288:2
nurcan	106:9`107:3`228:3`101:3`362:1
nursing	197:2
nurture	54:2`86:2
nurturing	112:2
nusquam	255:2
nutritional	141:2
nvd	401:2
nvidia	335:2
nyu	192:4`409:2
oak	67:2
oakland	67:2
oates	403:2
obama	28:2
obfuscated	308:2
obfuscation	144:2`308:2
obispo	138:5
object	431:16`13:3`181:1`59:1`227:1`317:1`341:1`72:1`208:1`335:1
objective	431:4`147:2`79:1`115:1`148:1`213:1`373:1`13:1`337:1`271:1
objectives	429:3`431:3`397:3`122:1`201:1
objects	335:11`415:3`17:3`431:1`305:1`169:1`420:1`236:1`256:1`255:1
obliging	146:2
obscure	146:2
obscurity	49:2
observable	259:2
observation	305:2
observations	208:5
observe	199:2`269:2
observed	26:2`14:2`118:2
observes	337:2
observing	431:2
obsolete	85:2
obstacles	3:1`162:1`95:1`317:1`293:1`120:1`9:1
obstruct	256:2
obtain	409:1`20:1`287:1`363:1`122:1`149:1`419:1`217:1`53:1`206:1
obtained	13:4`53:3`409:1`117:1`318:1`213:1`419:1`245:1`254:1`28:1
obtaining	428:5`49:1`7:1`138:1`268:1`63:1`254:1`264:1
obvious	270:2
obviously	43:2
ocad	195:2
occasionally	352:1`354:1`77:1`301:1`356:1`439:1`424:1`348:1
occasions	215:2`214:2
occhialini	81:5
occluded	169:2
occupational	17:2
occupations	396:2
occur	363:2
occurred	321:3`204:1`198:1`45:1`139:1
occurring	139:2`111:2`140:2
occurs	147:2
ocean	415:13`441:2`410:2
ochialin	69:2
ochialini	69:2
oct	440:9`254:7`437:5`300:5`423:5`314:4`352:4`424:4`331:3`283:3
october	437:7`113:4`118:4`312:4`300:3`115:2`330:2`435:2`436:2`434:2
oculus	341:7`110:3`442:3`333:3`320:1
ocurreret	255:2
odes	431:2
ofdm	403:2
ofemergencies	403:2
offendit	255:2
offense	257:2
offer	428:6`168:5`256:5`445:4`73:3`330:1`436:1`292:1`350:1`397:1
offered	34:3`178:3`109:3`120:2`20:2`97:2`112:1`261:1`98:1`95:1
offering	168:4`419:4`97:1`263:1`95:1`94:1`113:1`118:1`12:1`445:1
offerings	395:2
offers	97:3`77:2`287:2`94:2`409:2`428:2`71:2`78:1`261:1`110:1
office	361:9`363:5`365:3`364:3`388:2`46:2`98:1`428:1`389:1`85:1
officer	93:4`215:2`214:2`361:2`415:2`66:1`113:1`57:1`218:1`286:1
officers	265:5`10:1`183:1`91:1`27:1
offices	66:2`260:2`121:2
official	363:5`55:3`2:1`121:1`399:1
officially	297:2`178:2
officials	117:5
offis	195:2
offloading	118:2
offs	429:2`431:2`397:2
offset	428:2`27:2
offshore	415:2
ohio	151:4`174:2`213:2`168:2
oil	102:9`206:6`125:1`260:1`300:1`324:1`103:1`331:1`101:1`438:1
ois	195:2
oklahoma	50:3`116:1`92:1`4:1`270:1`73:1
oktay	403:2
oladmeji	195:2
olajide	258:19`436:1`357:1`328:1`410:1`344:1`326:1`25:1`422:1`350:1
olav	195:2
old	320:5`4:4`344:2`358:2`263:1`319:1`314:1`18:1`330:1`152:1
older	208:2`332:1`314:1`330:1`312:1`313:1`331:1`337:1`311:1`435:1
oldest	23:4`317:2
olds	71:2
oleg	208:2
olfaction	310:2
olfactory	341:2`310:2
oliveto	186:10
olteanu	167:2
olympiad	167:2
omaha	138:5
omar	128:2`141:2
omega	11:2
omen	403:2
omni	256:2
omnitracs	178:2
omputers	264:2
oncology	254:9`84:4
ondm	295:4`268:2
ones	117:1`51:1`83:1`81:1`99:1
oneself	268:2`27:2
ongoing	115:7`99:3`117:1`338:1`428:1`261:1`200:1`245:1`70:1`413:1
online	208:5`32:5`333:2`151:2`319:1`314:1`418:1`85:1`301:1`92:1
onr	409:2`32:2
onset	208:2
onsite	415:2`53:2
ontest	88:5
ontological	208:2
ontologies	217:7`403:2
ontology	403:13`208:3`204:1`401:1`194:1
ontrol	88:2
oop	431:16`317:2
oopsla	227:2`13:2
opaque	257:4`192:2
ope	403:5
open	95:8`247:7`250:5`249:4`251:4`432:3`372:2`28:2`178:2`116:1
opened	206:6`121:2`268:2`50:2
opener	340:2
openers	340:2
opening	169:4`83:3`264:3`178:2`20:2`10:2`9:2`254:2`213:1`311:1
openings	162:2
opens	258:2
openstack	95:13`250:4`249:4`251:3`353:1`355:1`358:1`324:1`331:1`423:1
opera	206:7
operate	116:2`117:2`405:2`373:2
operated	94:2`327:2`372:2
operates	47:2
operating	431:10`337:6`17:4`111:3`94:1`370:1`162:1`151:1`183:1`432:1
operation	431:5`103:5`97:1`135:1`144:1`300:1`139:1`188:1`324:1`372:1
operational	215:4`214:4`139:2
operations	403:6`170:4`103:3`263:2`361:2`415:2`431:2`126:2`235:2`262:1
operative	208:2
operator	431:2
operators	67:2`17:2`403:2
ophthalmology	254:7
opinions	87:2
opnear	47:2
opportunistic	403:4`118:2
opportunities	408:4`46:4`78:2`115:2`3:2`261:2`215:2`214:2`112:1`123:1
opportunity	5:5`419:3`258:3`118:2`161:2`183:2`110:1`200:1`28:1`162:1
oppose	11:2
opterons	432:2
optial	403:2
optical	403:29`189:27`47:18`295:4`254:4`268:3`226:1`406:1`373:1`84:1
optics	254:2
optim	229:5
optimal	403:13`138:2`193:2
optimality	431:2
optimistic	263:2
optimization	137:5`305:3`170:3`403:3`126:2`190:2`431:2`204:1`115:1`149:1
optimize	146:4`250:2`415:2
optimized	148:2`403:2`189:2`254:2
optimizers	188:2`403:2
optimizing	403:5
optimum	165:2
opting	38:2
option	416:2`178:2`120:2
optional	203:2
optionally	203:2
options	109:2`123:2`420:2`119:2
optiplex	432:5
oracle	432:5`403:3`257:1`13:1`284:1
oracles	403:2
oral	113:4`208:4`161:3`204:3`198:3`10:1`302:1`200:1`83:1`62:1
orange	388:2`56:2`267:2
orazio	116:2
orchestrate	419:2
orchestration	249:2
order	403:4`256:3`269:2`26:2`116:1`115:1`112:1`217:1`336:1`14:1
orderings	431:2
orders	67:2
ordinary	318:2`178:2`18:2`53:2
oregon	51:2`118:2
org	181:2`80:2`204:1`338:1`78:1`319:1`219:1`324:1`217:1`326:1
organ	254:8`84:4`335:2
organically	51:2
organization	431:2`2:2`419:2`359:2`399:2`262:1`213:1`265:1`195:0`194:0
organizational	204:1`213:1`194:1`81:1`88:1`208:1
organize	318:7`359:2`338:1`95:1`215:1`58:1`319:1`214:1`317:1`314:1
organized	338:3`27:3`319:2`81:2`373:2`30:2`74:2`117:1`114:1`318:1
organizer	169:2`101:2
organizers	202:5`219:3`196:3`7:3`198:2`204:2`200:2`211:1`212:1`338:1
organizes	27:3`109:3`344:1`59:1`319:1`177:1`113:0`110:0`331:0`190:0
organizing	403:6`445:3`310:3`2:1`69:1`19:1`213:1`293:1`399:1`81:1
organs	335:4`254:2
orgsync	359:5
orientation	262:9`357:4`109:4`410:4`422:4`85:4`341:2`25:2`345:2`435:2
oriented	431:7`403:7`79:3`293:3`181:3`215:2`214:2`13:2`204:2`59:1
origami	84:4`254:2
origin	236:2`13:2`89:2
original	284:3`335:3`97:1`416:1`204:1`110:1`406:1`40:1`178:1`373:1
originality	197:2
originally	3:1`77:1`56:1`258:1`23:1`81:1`28:1
originated	149:2
originating	74:2
origins	406:2`373:2
orlando	408:2`407:2
ornatus	255:2
orozco	30:5
orthogonal	254:2
orthopedic	115:2
orthoses	115:2
osa	189:5
osaka	195:2
osbert	403:15
osi	431:2
osnr	295:2
ospf	180:2`431:2
osteosarcoma	148:7
ottawa	107:2
ought	117:2
ourcapprobe	403:2
outbreak	105:5
outbreaks	208:2
outcome	182:2`265:2
outcomes	418:3`429:3`397:3`26:3`204:1`148:1`213:1`194:1`254:1`208:1
outdated	419:2
outfits	320:2
outlets	32:2
outline	431:7
outlined	49:1`426:1`215:1`443:1`214:1`75:1
outlining	217:5
outlook	408:2`297:2`407:2
outpacing	48:11`49:1`426:1`66:1`47:1`443:1
outperform	401:2
output	431:7`110:1`51:1`217:1`256:1
outreach	253:8`123:6`94:4`358:4`109:3`435:2`439:2`87:2`437:2`122:2
outside	357:4`85:2`263:1`138:1`111:1`435:1`87:1`262:0`117:0`261:0
outsmarting	105:5
outsource	307:2
outsourcing	400:2`307:2
outstanding	101:8`236:6`13:5`8:4`310:3`286:3`111:1`337:1`311:1`155:1
ovens	340:2
overall	96:3`366:1`262:1`203:1`95:1`287:1`148:1`22:1
overambitious	51:2
overcome	95:2`9:2`27:2
overcoming	79:2
overconfident	85:2
overflow	431:2
overheads	409:2
overlay	287:2`55:2
overload	250:2`296:2
overloading	431:2
overlooked	17:2
overlooking	436:1`357:1`328:1`258:1`410:1`25:1`344:1`326:1`422:1`350:1
overnight	80:2`85:2
oversaw	147:2`93:2`52:2
overseas	245:2
oversee	73:2
overseeing	213:2`88:2`264:2
oversimplified	85:2
overview	433:6`99:6`180:1`287:1`7:1`199:1`110:1`217:1`254:1`84:1
overviews	200:2
overwhelm	85:2
overwhelming	419:2
overwhelmingly	7:2
ovidiu	166:7`115:4`109:4`84:3`176:2`361:2`362:2`20:2`122:2`167:2
owens	286:2
owes	97:2
owl	403:5
owned	97:2`415:2`213:2
owner	260:2`40:2
owners	67:2
ownership	327:2
owns	77:2`90:2
oxford	156:2
oxides	286:2
oza	135:2
ozbirn	163:11`164:3`160:3`362:3`165:3`61:3
pace	66:1`45:1`65:1`159:1`104:1
paced	101:2
pacific	16:4`13:2`192:2
pack	142:10
package	400:7`431:1`419:1`217:1`414:1`412:1`12:1
packages	178:2
packard	142:4`261:2`26:2
packed	418:2`410:2`439:2
packet	363:1`95:1`403:1`189:1`264:1
packets	58:2`82:2
packs	58:2
pad	256:2
padova	195:2
pads	278:2
paea	195:2
pagade	403:2
page	4:6`160:6`81:4`92:4`122:3`99:3`264:3`94:3`383:2`384:2
pages	198:5`284:4`151:4`204:2`251:2`153:2`199:2`185:2`202:1`203:1
paid	123:1`323:1`24:1`312:1`326:1`344:1`290:1`350:1`347:1`416:1
paillier	400:7
pain	142:2
pains	51:2
paint	56:2
painting	269:2
pair	96:2
paired	83:2
pairs	96:2`208:2
pairwise	244:2
pakdd	16:13`13:2`192:2
pakkd	16:6`434:1`299:1`329:1`17:1`188:1`15:1`345:1`236:1`309:1
palace	23:2
palacharla	189:4`403:2
paleis	23:2
pallabi	403:9`288:2
pallet	401:2
palm	140:2
palmtree	243:2
palo	164:2
pamela	168:2
panahi	286:2
pandilwar	297:2
panel	261:4`156:4`178:2`408:2`432:2`407:2`71:2`213:1`200:1`90:1
panelist	417:2
panelists	208:2
panels	202:1`204:1`286:1`105:1`120:1`75:1
pang	195:2
panic	162:2
pankil	403:5
pantry	178:5
panya	262:2
paolo	195:2
papakostas	115:2
paparao	403:2
paper	138:10`16:10`198:7`203:6`204:6`145:6`192:3`82:3`71:3`236:3
papers	284:10`198:7`204:6`208:5`199:4`203:4`8:4`254:4`202:3`403:3
papersubmission	199:2
paperwork	3:4`363:4
par	81:2
paradigm	431:7`96:1`405:1`403:1`373:1
paradigms	431:2`169:2`118:2
paradox	3:2
parag	403:6`284:6`279:4`196:2
parakh	138:2
parallel	373:2`282:2`160:2`406:2`403:2`259:2`238:2`132:1`145:1`138:1
parallelization	282:2
paralysis	302:2
parameter	431:2`284:2
parameterization	403:5
parameters	95:2`431:2`340:2
parametric	145:2`431:2
paramilitary	116:2`259:2
paramount	139:2
parc	236:2
parde	261:2
parent	389:2`261:2`43:2
parentheticals	208:2
parikh	109:2`403:2
paris	75:2
park	206:7`403:7`125:4`336:3`30:3`81:3`327:1`92:1`27:1`286:1
parker	156:2
parking	141:3`436:1`300:1`388:1`90:1`343:1`345:1`347:1
parkinson	115:2
parkland	213:4`113:2
paroxysmal	208:2
parse	133:2`400:2
parser	431:2
parsing	431:4`403:2`284:2
partain	122:3`30:1`120:1`80:1`100:1
partake	419:2
partem	255:2
partial	431:2`337:2
partially	146:2`402:2
participant	200:2`296:2`73:2
participants	73:5`200:4`7:3`14:2`318:1`217:1`265:1`91:1`79:0`195:0
participate	112:2`145:1`115:1`138:1`327:1`200:1`56:1`149:1`92:1`12:1
participated	338:3`73:2`319:1`314:1`12:1`335:1`289:1`83:1`81:1`100:1
participating	5:2`262:1`349:1`338:1`112:1`318:1`328:1`92:1`91:1`323:1
participation	267:6`73:4`115:3`118:3`202:1`95:1`261:1`200:1`101:1`208:1
participatory	208:2
particle	335:4`281:2
particular	340:4`148:2`307:2`31:2`254:2`117:1`139:1`110:1`417:1`198:1
particularly	215:3`214:3`202:1`79:1`260:1`69:1`341:1`254:1`413:1`101:1
parties	413:2
partin	318:2
partition	244:3`165:3`338:1`293:1`72:1`84:1
partitioning	284:2
partner	3:1`260:1`252:1`327:1`297:1`270:1`84:1`255:1
partnered	353:1`355:1`183:1`301:1`324:1`326:1`346:1`246:1`438:1`424:1
partnering	3:2`253:2
partners	149:5`12:4`168:4`292:2`347:2`355:2`262:1`115:1`213:1`330:1
partnership	66:1`417:1`286:1`252:1`94:1`93:1`19:1`41:1`213:1`103:1
partnerships	3:2`417:2`182:2
parts	49:1`203:1`162:1`199:1`201:1`159:1`336:1`235:1`208:1
party	92:6`307:6`287:2
partyka	403:4`135:2
parveen	403:6`288:2`135:2
parven	403:2
pascal	338:2
paschal	88:5
paso	180:7`105:2
pass	92:4`258:2
passed	297:2`4:2
passes	419:2
passing	64:3`244:3`431:1`297:1`9:1`50:1`85:1
passion	6:7`349:3`409:3`434:3`329:3`345:3`311:3`7:1`5:1`70:1
passionate	409:1`164:1`70:1`9:1`269:1`11:1
passions	86:2`267:2
passively	164:2
passwords	40:2`22:2`28:2`76:2
past	434:2`349:2`16:2`329:2`299:2`289:1`122:1`304:1`303:1`309:1
paste	416:2`403:2
patch	40:9`117:7`41:1`442:1`39:1`425:1
patched	117:5
patches	71:10`192:4`117:2
patching	117:4`409:2
patel	403:20`145:4`161:2`336:2
patent	413:4`170:2`263:2`225:2
patents	296:4`13:4`260:3`137:3`288:1`262:1`286:1`340:1`213:1`8:1
path	85:12`431:4`429:2`397:2`403:2`413:2`94:1`178:1`189:1`350:1
pathak	195:2
pathangi	403:2
pathologists	302:2
pathology	215:2`214:2
paths	47:6`403:4`46:3`418:1`48:1`78:1`151:1`431:1`443:1`257:1
pathways	428:2`208:2
patience	409:2`217:2
patient	146:11`208:8`217:7`215:3`214:3`254:3`204:2`302:2`17:2`194:2
patients	204:6`302:6`194:6`208:6`217:4`213:3`245:3`254:3`114:1`146:1
patientslikeme	217:2
patrick	116:3`28:3`148:1`195:1`54:1
patriot	94:2
patrol	121:2
patrons	142:2
pattabhi	95:2
pattern	403:5`208:2`431:2`204:1`215:1`148:1`92:1`214:1`188:1`194:1
patterned	288:2`271:2
patterns	403:6`117:3`95:3`52:3`252:1`431:1`26:1`208:1
patterson	30:2
patting	341:2
pattuk	440:1`297:1`304:1`188:1`403:1`307:1
paul	278:9`277:3`279:3`403:3`362:3`48:1`297:1`30:1`91:1`156:1
paulk	155:17`37:6`160:3`293:3`362:3`156:3`154:3`286:1`109:1`442:1
paulo	403:2
pause	436:1`357:1`328:1`410:1`258:1`326:1`344:1`25:1`422:1`350:1
pauses	302:2
pave	20:2`413:2
paved	413:2
pavia	195:7
pay	442:2`258:2`425:2`115:1`149:1`24:1`325:1`418:1`352:1`416:1
payers	146:2
paying	327:2`270:2`61:2
payloads	118:2
payment	403:2
payne	30:2
payoff	146:2
payors	199:2
payroll	361:5
pays	418:2`416:2
payscale	43:2
paywalls	93:2
pcfm	403:2
pcm	413:2
pcori	213:2
pcs	396:2
pda	403:2
pdas	431:2
pdf	203:1`250:1`251:1`198:1`42:1`200:1`317:1`201:1`219:1`400:1
pdtoolbox	400:2
peace	183:2
peaceful	268:2
pearce	58:2
pearl	92:2
pearland	122:2
pearson	75:2
pebble	70:2
pecan	208:2
pedal	49:2
pedestrian	206:2
pedestrians	206:2
pedro	72:10`338:1`317:1`332:1`71:1`313:1`439:1`73:1
peer	254:5`204:2`293:2`194:2`403:2`261:1`252:1`215:1`213:1`214:1
peers	431:1`7:1`80:1`99:1`100:1`118:1`334:1`12:1`85:1
peggy	122:2
pegs	160:2
peking	227:2
peled	153:9`84:2
pena	145:5
penalized	120:2
penalties	69:4`146:2
penalty	92:2
pending	403:13
penetrate	117:2
penetration	91:5
peng	403:5
pennell	185:2
pennsylvania	278:3`152:1`215:1`214:1`118:1`238:1
penta	186:5
pentagon	89:2
peoples	431:2
pep	178:2`141:2
pepper	142:5
pepsico	142:5
peq	403:5
perceive	120:2
percent	49:5`36:5`39:5`117:2`66:2`51:2`102:2`45:1`149:1`34:1
percentage	51:2`36:2`217:2`26:2
percentages	26:2
perception	63:5
perceptions	120:2
perez	138:5
perfect	9:3`64:1`104:1`336:1`206:1`101:1`100:1
perfectly	287:2
perform	431:24`338:3`305:3`21:1`145:1`302:1`406:1`401:1`373:1`254:1
performance	403:7`252:5`254:4`115:3`84:3`373:3`405:3`194:2`431:2`432:2
performed	97:2`204:2`431:2`254:2
performers	97:2`245:2
performing	45:3`431:1`419:1`305:1`9:1`86:1`413:1
peri	403:2
pericula	255:5
periculis	255:2
period	363:3`49:1`117:1`388:1`121:1`387:1`51:1`63:1`206:1`84:1
periodic	431:10
periodically	10:2
periods	360:2
perkins	263:4`138:2
permanent	363:1`183:1`387:1`22:1`51:1`62:1
permanente	195:2
permission	217:2
permissions	431:2
permits	340:5
permitted	340:2
permutation	293:9`403:2
permutations	403:11`431:2
perot	206:2
perpetrated	117:2
perpetual	403:2
perry	30:4`227:2
perseverance	9:2
persevere	9:2
persian	167:7
persing	96:2`133:2`284:2
persist	78:2`9:2
persistence	415:2`9:2`403:2
persistent	180:2`403:2
persisting	401:2
person	256:5`17:2`31:2`61:2`67:1`202:1`117:1`77:1`215:1`302:1
persona	67:2
personal	117:4`271:2`208:2`204:1`260:1`128:1`123:1`56:1`22:1`194:1
personalization	31:2`208:2
personalize	115:2`405:2
personalized	208:4`204:3`194:3`127:1`215:1`113:1`148:1`213:1`214:1`218:1
personally	71:2`11:2
personnel	431:1`245:1`53:1`13:1`118:1`84:1
persons	62:2`208:2
perspective	431:3`20:1`428:1`95:1`92:1`51:1`23:1`267:1`99:1`155:1
perspectives	116:2`20:2`201:2
persuaded	67:2
pertain	217:2
pertaining	2:2`399:2
pertinacia	255:5
pertinax	255:2
perturbation	403:5
perturbations	403:2
pervasive	118:3`204:1`137:1`194:1`193:1`208:1
pervin	154:11`150:3`362:3`155:3`160:1
peshwani	322:5
pet	269:2
pete	161:2`5:2
petition	363:7
petitions	363:5
petri	431:2
petroleum	206:2
pettit	253:2
pga	70:2
pgm	305:7
pgms	305:7
pham	284:2`27:2
phaneesh	403:2
phantom	256:2
phantoms	254:2
pharma	215:2`214:2
pharmaceutical	208:2
pharmaco	204:2`194:2
pharmacology	215:2`214:2
pharmacy	204:2`194:2
phase	260:2`64:2`336:2`12:2
phases	431:2`156:2
phds	57:6`8:2`73:2
phenomena	335:2
phenomenal	99:2`142:2
phenotypic	208:5
phi	192:7
phil	403:2
philadephia	144:2
philanthropic	258:2
philip	403:10
philips	30:2
phillips	195:2
philosophies	260:2
philosophy	395:8`418:2`215:2`214:2
phithakkitnukoon	128:2
phoenix	284:2
phone	361:14`263:6`365:4`364:4`340:1`318:1`190:1`281:0`336:0`155:0
phones	336:4`208:2
phonocardiography	145:2
photo	86:3`286:1`35:1`178:1`9:1`420:1`267:1`87:1`284:1`38:1
photon	256:2
photonic	295:5
photos	261:3`178:3`428:3`88:3`138:2`12:2`83:2`86:2`265:2`264:2
photoshop	79:5
php	428:2`32:2`400:2
phramer	167:2
phrase	167:2
phrases	400:2
phylogenetic	403:2
physical	259:12`114:8`405:4`403:4`116:2`115:2`17:2`373:2`190:2`245:2
physically	405:1`431:1`281:1`341:1`373:1`84:1`255:1
physician	245:2
physicist	254:5
physics	254:19`84:4`142:4`281:2`138:1`17:1`288:1`153:1`107:1`414:1
physiological	204:3`194:3`403:3`208:3`115:1`254:1
physiology	145:2`334:2
pick	5:2
picked	66:2`164:2`87:2`142:2
picks	155:2
picture	431:3`67:1`317:1`74:1`27:1`238:1
pictured	20:8`440:3`333:2`156:2`69:2`318:1`112:1`58:1`319:1`19:1
pictures	317:4`297:3`206:3`96:1`58:1`318:1`319:1`157:1`74:1`266:1
pie	266:2
piece	67:3`336:3`49:1`288:1`426:1`415:1`443:1`51:1`70:1`307:1
pieces	162:2`90:2`269:2
pierre	195:2
pies	349:1`435:1`303:1`311:1`266:1
pig	432:2
pikkup	178:5
pikkupme	178:2
pilot	208:2
pimrc	193:2
ping	322:8`195:2`159:2`403:2
pioneer	286:3`288:1`21:1`269:1`268:1`13:1`271:1
pioneering	13:5
piore	89:2
piotrowski	14:2
pipeline	208:3`116:1`66:1`431:1`54:1`73:1`284:1
pipelines	116:5
piper	126:2
pisa	167:2
pischdotchian	168:2
pisd	50:15
pitch	208:5`12:5`415:1`77:1`207:1
pitched	90:2
pitroda	260:39`435:3`303:3`311:3`422:3`261:1`259:1
pittsburgh	67:22`233:3`37:3`66:1`441:1`195:1`425:1`155:1
piwowarczyk	322:5
pixilation	256:2
pizza	317:4`109:2`88:2
pkdd	169:2`72:2
pkumar	366:1`365:1`364:1`136:1`362:1
place	83:6`145:6`142:6`319:5`81:4`69:4`27:4`264:4`91:4`90:3
placed	92:5`88:5`81:3`264:3`67:1`79:1`4:1`71:1
placement	403:10`50:3`98:1`1:1`428:1`297:1`184:1`109:1`122:1
placements	104:2`101:2`100:2
places	92:4`428:4`323:2`330:2`290:2`347:2`350:2`436:2`63:2`49:1
placing	88:7`122:2
plan	121:19`431:8`361:4`366:4`365:4`364:4`85:3`330:2`312:2`437:2
planar	431:2`229:2
plane	415:2`148:2
planet	256:10
planets	256:2
planex	400:2
planned	85:5`436:1`357:1`200:1`201:1`55:1`410:1`159:1`86:1`422:1
planner	403:2`206:2
planning	121:6`403:2`254:2`256:2`69:1`204:1`319:1`139:1`110:1`169:1
plano	50:34`58:29`30:17`81:5`88:5`264:5`66:4`266:2`262:1`263:1
plans	305:4`7:2`419:2`79:1`78:1`261:1`121:1`22:1`178:1`13:1
plant	76:2
plants	118:2
plastic	321:2
plate	168:2
plates	413:2
platform	432:8`262:4`3:4`403:4`116:1`203:1`115:1`113:1`139:1`317:1
platforms	208:3`261:1`405:1`93:1`373:1
play	270:4`146:1`93:1`213:1`317:1`18:1`320:1`12:1`430:1`70:1
playable	203:2
played	300:1`139:1`323:1`312:1`330:1`159:1`13:1`309:1`413:1`437:1
player	416:3`256:3`338:1`13:1`101:1`14:1`28:1
players	270:16`203:2
playing	94:7`416:4
plays	116:1`183:1`249:1`254:1`85:1
pldi	82:2
pleasant	97:2
pleasantly	142:2
pleased	418:1`79:1`69:1`183:1`32:1`22:1`103:1`63:1`26:1`118:1
pleasure	293:2`14:2
pledged	258:2
plenary	215:2`213:2`214:2
plenty	416:1`318:1`58:1`305:1`206:1
plos	146:2
plot	74:2
plugin	164:4`400:2
plunkett	55:2
plus	363:4`49:2
pneumatic	145:2
pocket	77:2`261:2`419:2
pockets	416:2
podium	161:2
poe	91:2
pog	206:2
point	57:2`431:2`403:2`84:2`96:1`145:1`318:1`58:1`213:1`92:1
pointed	82:2`51:2`268:2
pointer	256:2
pointers	85:2
pointing	117:2`256:2
points	217:3`49:1`96:1`431:1`340:1`92:1`308:1`27:1`84:1`256:1
poisson	431:2
polepeddi	56:4`441:2`314:2
police	389:2`76:2
policies	306:5`116:3`162:1`2:1`204:1`260:1`399:1
policy	116:9`13:6`260:4`146:2`57:1`92:1`306:1`28:1`38:1`288:1
polish	67:2
polished	164:2
politecnico	195:2`196:2
political	116:20`300:2`330:2`13:2`346:2`283:2`162:2`431:2`259:2`423:2
politics	162:2`431:2`168:2
polled	97:2
pollution	141:2
polsinelli	90:2
poly	192:4`409:2
polygonal	403:2
polykarp	52:4`426:2`126:2`443:2
polymers	286:2`142:2
polymorphism	431:5
polynomial	126:2`279:2`243:2`403:2
polypectomy	213:2
polyps	213:2
polysomnographic	208:2
polytechnic	138:4`71:2`273:2
pong	159:2
pontelli	282:2
pool	250:6`66:5`95:3`159:3`363:1`387:1`403:1`63:1`119:1
poonawala	162:2
poor	85:2
poorman	161:2`5:2
pop	435:1`289:1`357:1`329:1`299:1`421:1`24:1
popl	82:4`227:2
popow	195:2
popular	96:1`146:1`319:1`317:1`36:1`159:1`307:1`206:1`27:1`416:1
popularity	77:2`164:2
popularly	23:2
population	183:3`109:3`213:3`51:3`48:1`115:1`215:1`214:1`400:1`268:1
port	206:2
portable	115:2`99:2
portal	181:2`83:2
portals	204:2`194:2
porte	121:2
portet	195:2
portfolio	161:2`293:2
portion	264:3`297:1`148:1`51:1`254:1`413:1`84:1
portland	77:2`156:2
portray	251:2
